Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
"$15,000 to $19,999",B19001_004,Household Income,American Community Survey,acs/acs5,B19001_004,2022,2020,tract
"$15,000 to $24,999",B08119_022,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_022,2022,2020,tract
"$15,000 to $24,999",B08119_013,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_013,2022,2020,tract
"$15,000 to $24,999",B08119_031,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_031,2022,2020,tract
"$15,000 to $24,999",B08119_049,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_049,2022,2020,tract
"$15,000 to $24,999",B08119_040,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_040,2022,2020,tract
"$15,000 to $24,999",B08119_058,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_058,2022,2020,tract
"$150,000 to $199,999",B19001_016,Household Income,American Community Survey,acs/acs5,B19001_016,2022,2020,tract
"$20,000 to $24,999",B19001_005,Household Income,American Community Survey,acs/acs5,B19001_005,2022,2020,tract
"$200,000 or more",B19001_017,Household Income,American Community Survey,acs/acs5,B19001_017,2022,2020,tract
"$25,000 to $29,999",B19001_006,Household Income,American Community Survey,acs/acs5,B19001_006,2022,2020,tract
"$25,000 to $34,999",B08119_023,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_023,2022,2020,tract
"$25,000 to $34,999",B08119_014,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_014,2022,2020,tract
"$25,000 to $34,999",B08119_032,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_032,2022,2020,tract
"$25,000 to $34,999",B08119_050,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_050,2022,2020,tract
"$25,000 to $34,999",B08119_041,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_041,2022,2020,tract
"$25,000 to $34,999",B08119_059,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_059,2022,2020,tract
"$30,000 to $34,999",B19001_007,Household Income,American Community Survey,acs/acs5,B19001_007,2022,2020,tract
"$35,000 to $39,999",B19001_008,Household Income,American Community Survey,acs/acs5,B19001_008,2022,2020,tract
"$35,000 to $49,999",B08119_024,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_024,2022,2020,tract
"$35,000 to $49,999",B08119_015,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_015,2022,2020,tract
"$35,000 to $49,999",B08119_033,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_033,2022,2020,tract
"$35,000 to $49,999",B08119_051,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_051,2022,2020,tract
"$35,000 to $49,999",B08119_042,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_042,2022,2020,tract
"$35,000 to $49,999",B08119_060,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_060,2022,2020,tract
"$40,000 to $44,999",B19001_009,Household Income,American Community Survey,acs/acs5,B19001_009,2022,2020,tract
"$45,000 to $49,999",B19001_010,Household Income,American Community Survey,acs/acs5,B19001_010,2022,2020,tract
"$50,000 to $59,999",B19001_011,Household Income,American Community Survey,acs/acs5,B19001_011,2022,2020,tract
"$50,000 to $64,999",B08119_025,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_025,2022,2020,tract
"$50,000 to $64,999",B08119_016,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_016,2022,2020,tract
"$50,000 to $64,999",B08119_034,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_034,2022,2020,tract
"$50,000 to $64,999",B08119_052,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_052,2022,2020,tract
"$50,000 to $64,999",B08119_043,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_043,2022,2020,tract
"$50,000 to $64,999",B08119_061,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_061,2022,2020,tract
"$60,000 to $74,999",B19001_012,Household Income,American Community Survey,acs/acs5,B19001_012,2022,2020,tract
"$65,000 to $74,999",B08119_026,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_026,2022,2020,tract
"$65,000 to $74,999",B08119_017,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_017,2022,2020,tract
"$65,000 to $74,999",B08119_035,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_035,2022,2020,tract
"$65,000 to $74,999",B08119_053,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_053,2022,2020,tract
"$65,000 to $74,999",B08119_044,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_044,2022,2020,tract
"$65,000 to $74,999",B08119_062,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_062,2022,2020,tract
"$75,000 or more",B08119_027,"Transportation Mode: Car, truck, or van - carpooled",American Community Survey,acs/acs5,B08119_027,2022,2020,tract
"$75,000 or more",B08119_018,"Transportation Mode: Car, truck, or van - drove alone",American Community Survey,acs/acs5,B08119_018,2022,2020,tract
"$75,000 or more",B08119_036,Transportation Mode: Public transportation (excluding taxicab),American Community Survey,acs/acs5,B08119_036,2022,2020,tract
"$75,000 or more",B08119_054,"Transportation Mode: Taxicab, motorcycle, bicycle, or other means",American Community Survey,acs/acs5,B08119_054,2022,2020,tract
"$75,000 or more",B08119_045,Transportation Mode: Walked,American Community Survey,acs/acs5,B08119_045,2022,2020,tract
"$75,000 or more",B08119_063,Transportation Mode: Worked from home,American Community Survey,acs/acs5,B08119_063,2022,2020,tract
"$75,000 to $99,999",B19001_013,Household Income,American Community Survey,acs/acs5,B19001_013,2022,2020,tract
100 to 149 percent of the poverty level,B06012_003,Poverty,American Community Survey,acs/acs5,B06012_003,2022,2020,tract
10-14.9%,B25070_003,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_003,2022,2020,tract
15-19.9%,B25070_004,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_004,2022,2020,tract
20-24.9%,B25070_005,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_005,2022,2020,tract
25-29.9%,B25070_006,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_006,2022,2020,tract
30-34.9%,B25070_007,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_007,2022,2020,tract
35-39.9%,B25070_008,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_008,2022,2020,tract
40-49.9%,B25070_009,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_009,2022,2020,tract
Above Poverty Status (Individuals),B17021_019,Poverty Status,American Community Survey,acs/acs5,B17021_019,2022,2020,tract
At or Above 150 percent of the poverty level,B06012_004,Poverty,American Community Survey,acs/acs5,B06012_004,2022,2020,tract
Below 100 percent of Poverty Threshold,B06012_002,Poverty,American Community Survey,acs/acs5,B06012_002,2022,2020,tract
Below Poverty Status (Individuals),B17021_002,Poverty Status,American Community Survey,acs/acs5,B17021_002,2022,2020,tract
Female: 10 to 14 years,B01001_029,Age,American Community Survey,acs/acs5,B01001_029,2022,2020,tract
Female: 15 to 17 years,B01001_030,Age,American Community Survey,acs/acs5,B01001_030,2022,2020,tract
Female: 18 and 19 years,B01001_031,Age,American Community Survey,acs/acs5,B01001_031,2022,2020,tract
Female: 20 years,B01001_032,Age,American Community Survey,acs/acs5,B01001_032,2022,2020,tract
Female: 21 years,B01001_033,Age,American Community Survey,acs/acs5,B01001_033,2022,2020,tract
Female: 22 to 24 years,B01001_034,Age,American Community Survey,acs/acs5,B01001_034,2022,2020,tract
Female: 25 to 29 years,B01001_035,Age,American Community Survey,acs/acs5,B01001_035,2022,2020,tract
Female: 30 to 34 years,B01001_036,Age,American Community Survey,acs/acs5,B01001_036,2022,2020,tract
Female: 35 to 39 years,B01001_037,Age,American Community Survey,acs/acs5,B01001_037,2022,2020,tract
Female: 40 to 44 years,B01001_038,Age,American Community Survey,acs/acs5,B01001_038,2022,2020,tract
Female: 45 to 49 years,B01001_039,Age,American Community Survey,acs/acs5,B01001_039,2022,2020,tract
Female: 5 to 9 years,B01001_028,Age,American Community Survey,acs/acs5,B01001_028,2022,2020,tract
Female: 50 to 54 years,B01001_040,Age,American Community Survey,acs/acs5,B01001_040,2022,2020,tract
Female: 55 to 59 years,B01001_041,Age,American Community Survey,acs/acs5,B01001_041,2022,2020,tract
Female: 60 and 61 years,B01001_042,Age,American Community Survey,acs/acs5,B01001_042,2022,2020,tract
Female: 62 to 64 years,B01001_043,Age,American Community Survey,acs/acs5,B01001_043,2022,2020,tract
Female: 65 and 66 years,B01001_044,Age,American Community Survey,acs/acs5,B01001_044,2022,2020,tract
Female: 67 to 69 years,B01001_045,Age,American Community Survey,acs/acs5,B01001_045,2022,2020,tract
Female: 70 to 74 years,B01001_046,Age,American Community Survey,acs/acs5,B01001_046,2022,2020,tract
Female: 75 to 79 years,B01001_047,Age,American Community Survey,acs/acs5,B01001_047,2022,2020,tract
Female: 80 to 84 years,B01001_048,Age,American Community Survey,acs/acs5,B01001_048,2022,2020,tract
Female: 85 years and over,B01001_049,Age,American Community Survey,acs/acs5,B01001_049,2022,2020,tract
Female: Total,B01001_026,Age,American Community Survey,acs/acs5,B01001_026,2022,2020,tract
Female: Under 5 years,B01001_027,Age,American Community Survey,acs/acs5,B01001_027,2022,2020,tract
Household No SNAP,B22010_005,SNAP,American Community Survey,acs/acs5,B22010_005,2022,2020,tract
Household No SNAP with Disability,B22010_006,SNAP,American Community Survey,acs/acs5,B22010_006,2022,2020,tract
Household No SNAP without Disability,B22010_007,SNAP,American Community Survey,acs/acs5,B22010_007,2022,2020,tract
Household SNAP Receipents,B22010_002,SNAP,American Community Survey,acs/acs5,B22010_002,2022,2020,tract
Household SNAP Receipents with Disability,B22010_003,SNAP,American Community Survey,acs/acs5,B22010_003,2022,2020,tract
Household SNAP Receipents without Disability,B22010_004,SNAP,American Community Survey,acs/acs5,B22010_004,2022,2020,tract
Income above poverty with disability,B23024_018,Disability By Work,American Community Survey,acs/acs5,B23024_018,2022,2020,tract
Income below povety with disability,B23024_003,Disability By Work,American Community Survey,acs/acs5,B23024_003,2022,2020,tract
Language Spoken at Home Total,B16004_001,Language,American Community Survey,acs/acs5,B16004_001,2022,2020,tract
Language Spoken at Home Total (18 to 64),B16004_024,Language,American Community Survey,acs/acs5,B16004_024,2022,2020,tract
Language Spoken at Home Total (5 to 17),B16004_002,Language,American Community Survey,acs/acs5,B16004_002,2022,2020,tract
Language Spoken at Home Total (65 years and over),B16004_046,Language,American Community Survey,acs/acs5,B16004_046,2022,2020,tract
"Less than $10,000",B19001_002,Household Income,American Community Survey,acs/acs5,B19001_002,2022,2020,tract
Less than 10%,B25070_002,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_002,2022,2020,tract
Living in a place,B08008_002,Workers by Place of Work,American Community Survey,acs/acs5,B08008_002,2022,2020,tract
Living in a place: Worked in place of residence,B08008_003,Workers by Place of Work,American Community Survey,acs/acs5,B08008_003,2022,2020,tract
Living in a place: Worked outside place of residence,B08008_004,Workers by Place of Work,American Community Survey,acs/acs5,B08008_004,2022,2020,tract
Male: 10 to 14 years,B01001_005,Age,American Community Survey,acs/acs5,B01001_005,2022,2020,tract
Male: 15 to 17 years,B01001_006,Age,American Community Survey,acs/acs5,B01001_006,2022,2020,tract
Male: 18 and 19 years,B01001_007,Age,American Community Survey,acs/acs5,B01001_007,2022,2020,tract
Male: 20 years,B01001_008,Age,American Community Survey,acs/acs5,B01001_008,2022,2020,tract
Male: 21 years,B01001_009,Age,American Community Survey,acs/acs5,B01001_009,2022,2020,tract
Male: 22 to 24 years,B01001_010,Age,American Community Survey,acs/acs5,B01001_010,2022,2020,tract
Male: 25 to 29 years,B01001_011,Age,American Community Survey,acs/acs5,B01001_011,2022,2020,tract
Male: 30 to 34 years,B01001_012,Age,American Community Survey,acs/acs5,B01001_012,2022,2020,tract
Male: 35 to 39 years,B01001_013,Age,American Community Survey,acs/acs5,B01001_013,2022,2020,tract
Male: 40 to 44 years,B01001_014,Age,American Community Survey,acs/acs5,B01001_014,2022,2020,tract
Male: 45 to 49 years,B01001_015,Age,American Community Survey,acs/acs5,B01001_015,2022,2020,tract
Male: 5 to 9 years,B01001_004,Age,American Community Survey,acs/acs5,B01001_004,2022,2020,tract
Male: 50 to 54 years,B01001_016,Age,American Community Survey,acs/acs5,B01001_016,2022,2020,tract
Male: 55 to 59 years,B01001_017,Age,American Community Survey,acs/acs5,B01001_017,2022,2020,tract
Male: 60 and 61 years,B01001_018,Age,American Community Survey,acs/acs5,B01001_018,2022,2020,tract
Male: 62 to 64 years,B01001_019,Age,American Community Survey,acs/acs5,B01001_019,2022,2020,tract
Male: 65 and 66 years,B01001_020,Age,American Community Survey,acs/acs5,B01001_020,2022,2020,tract
Male: 67 to 69 years,B01001_021,Age,American Community Survey,acs/acs5,B01001_021,2022,2020,tract
Male: 70 to 74 years,B01001_022,Age,American Community Survey,acs/acs5,B01001_022,2022,2020,tract
Male: 75 to 79 years,B01001_023,Age,American Community Survey,acs/acs5,B01001_023,2022,2020,tract
Male: 80 to 84 years,B01001_024,Age,American Community Survey,acs/acs5,B01001_024,2022,2020,tract
Male: 85 years and over,B01001_025,Age,American Community Survey,acs/acs5,B01001_025,2022,2020,tract
Male: Total,B01001_002,Age,American Community Survey,acs/acs5,B01001_002,2022,2020,tract
Male: Under 5 years,B01001_003,Age,American Community Survey,acs/acs5,B01001_003,2022,2020,tract
Median Gross Rent,B25063_001,Rent (Median),American Community Survey,acs/acs5,B25063_001,2022,2020,tract
Median home value,B25075_001,Home Value (Median),American Community Survey,acs/acs5,B25075_001,2022,2020,tract
Median Home Value,B25077_001,Home Values (Median),American Community Survey,acs/acs5,B25077_001,2022,2020,tract
Median Household Income,B06011_001,Income (Median),American Community Survey,acs/acs5,B06011_001,2022,2020,tract
No wage or salary income,B19052_003,Employment,American Community Survey,acs/acs5,B19052_003,2022,2020,tract
Not Computed,B25070_011,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_011,2022,2020,tract
Not living in a place,B08008_005,Workers by Place of Work,American Community Survey,acs/acs5,B08008_005,2022,2020,tract
Occupied Housing Units: Owner Occupied,B25003_002,Housing Units,American Community Survey,acs/acs5,B25003_002,2022,2020,tract
Occupied Housing Units: Renter Occupied,B25003_003,Housing Units,American Community Survey,acs/acs5,B25003_003,2022,2020,tract
Over 50%,B25070_010,Gross Rent as Percentage of Household Income,American Community Survey,acs/acs5,B25070_010,2022,2020,tract
Owner Occupied: American Indian And Alaska Native Alone Householder,B25003C_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003C_00,2022,2020,tract
Owner Occupied: Asian Alone Householder,B25003D_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003D_00,2022,2020,tract
Owner Occupied: Black Or African American Alone Householder,B25003B_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003B_00,2022,2020,tract
Owner Occupied: Householder 25 To 34 Years,B25007_004,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_004,2022,2020,tract
Owner Occupied: Householder 35 To 44 Years,B25007_005,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_005,2022,2020,tract
Owner Occupied: Householder 45 To 54 Years,B25007_006,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_006,2022,2020,tract
Owner Occupied: Householder 55 To 59 Years,B25007_007,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_007,2022,2020,tract
Owner Occupied: Householder 60 To 64 Years,B25007_008,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_008,2022,2020,tract
Owner Occupied: Householder 65 To 74 Years,B25007_009,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_009,2022,2020,tract
Owner Occupied: Householder 75 To 84 Years,B25007_010,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_010,2022,2020,tract
Owner Occupied: Householder 85 Years And Over,B25007_011,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_011,2022,2020,tract
Owner Occupied: Native Hawaiian And Other Pacific Islander Alone Householder,B25003E_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003E_00,2022,2020,tract
Owner Occupied: Some Other Race Alone Householder,B25003F_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003F_00,2022,2020,tract
Owner Occupied: White Alone Householder,B25003A_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003A_00,2022,2020,tract
Poverty Status of Households Above Poverty level,B17017_003,Poverty Status,American Community Survey,acs/acs5,B17017_003,2022,2020,tract
Poverty Status of Households Below Poverty level,B17017_002,Poverty Status,American Community Survey,acs/acs5,B17017_002,2022,2020,tract
Poverty Status of Households Total,B17017_001,Poverty Status,American Community Survey,acs/acs5,B17017_001,2022,2020,tract
Poverty Status of Individuals Total,B17021_001,Poverty Status,American Community Survey,acs/acs5,B17021_001,2022,2020,tract
Renter Occupied: American Indian And Alaska Native Alone Householder,B25003C_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003C_00,2022,2020,tract
Renter Occupied: Asian Alone Householder,B25003D_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003D_00,2022,2020,tract
Renter Occupied: Black Or African American Alone Householder,B25003B_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003B_00,2022,2020,tract
Renter Occupied: Householder 15 To 24 Years,B25007_013,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_013,2022,2020,tract
Renter Occupied: Householder 25 To 34 Years,B25007_014,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_014,2022,2020,tract
Renter Occupied: Householder 35 To 44 Years,B25007_015,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_015,2022,2020,tract
Renter Occupied: Householder 45 To 54 Years,B25007_016,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_016,2022,2020,tract
Renter Occupied: Householder 55 To 59 Years,B25007_017,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_017,2022,2020,tract
Renter Occupied: Householder 60 To 64 Years,B25007_018,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_018,2022,2020,tract
Renter Occupied: Householder 65 To 74 Years,B25007_019,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_019,2022,2020,tract
Renter Occupied: Householder 75 To 84 Years,B25007_020,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_020,2022,2020,tract
Renter Occupied: Householder 85 Years And Over,B25007_021,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_021,2022,2020,tract
Renter Occupied: Native Hawaiian And Other Pacific Islander Alone Householder,B25003E_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003E_00,2022,2020,tract
Renter Occupied: Some Other Race Alone Householder,B25003F_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003F_00,2022,2020,tract
Renter Occupied: Total,B25007_012,Tenure By Age Of Householder,American Community Survey,acs/acs5,B25007_012,2022,2020,tract
Renter Occupied: White Alone Householder,B25003A_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003A_00,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (18 to 64)",B16004_040,Language,American Community Survey,acs/acs5,B16004_040,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (5 to 17)",B16004_018,Language,American Community Survey,acs/acs5,B16004_018,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (65 years and over)",B16004_062,Language,American Community Survey,acs/acs5,B16004_062,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (18 to 64)",B16004_037,Language,American Community Survey,acs/acs5,B16004_037,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (5 to 17)",B16004_015,Language,American Community Survey,acs/acs5,B16004_015,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (65 years and over)",B16004_059,Language,American Community Survey,acs/acs5,B16004_059,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (18 to 64)",B16004_038,Language,American Community Survey,acs/acs5,B16004_038,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (5 to 17)",B16004_016,Language,American Community Survey,acs/acs5,B16004_016,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (65 years and over)",B16004_060,Language,American Community Survey,acs/acs5,B16004_060,2022,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (18 to 64)",B16004_039,Language,American Community Survey,acs/acs5,B16004_039,2022,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (5 to 17)",B16004_017,Language,American Community Survey,acs/acs5,B16004_017,2022,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (65 years and over)",B16004_061,Language,American Community Survey,acs/acs5,B16004_061,2022,2020,tract
Speak Only English (18 to 64),B16004_025,Language,American Community Survey,acs/acs5,B16004_025,2022,2020,tract
Speak Only English (5 to 17),B16004_003,Language,American Community Survey,acs/acs5,B16004_003,2022,2020,tract
Speak Only English (65 years and over),B16004_047,Language,American Community Survey,acs/acs5,B16004_047,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (18 to 64)",B16004_035,Language,American Community Survey,acs/acs5,B16004_035,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (5 to 17)",B16004_013,Language,American Community Survey,acs/acs5,B16004_013,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (65 years and over)",B16004_057,Language,American Community Survey,acs/acs5,B16004_057,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (18 to 64)",B16004_034,Language,American Community Survey,acs/acs5,B16004_034,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (5 to 17)",B16004_012,Language,American Community Survey,acs/acs5,B16004_012,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (65 years and over)",B16004_056,Language,American Community Survey,acs/acs5,B16004_056,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (18 to 64)",B16004_032,Language,American Community Survey,acs/acs5,B16004_032,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (5 to 17)",B16004_010,Language,American Community Survey,acs/acs5,B16004_010,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (65 years and over)",B16004_054,Language,American Community Survey,acs/acs5,B16004_054,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (18 to 64)",B16004_033,Language,American Community Survey,acs/acs5,B16004_033,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (5 to 17)",B16004_011,Language,American Community Survey,acs/acs5,B16004_011,2022,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (65 years and over)",B16004_055,Language,American Community Survey,acs/acs5,B16004_055,2022,2020,tract
"Speak other languages - Speak English ""Not at  All""  (18 to 64)",B16004_045,Language,American Community Survey,acs/acs5,B16004_045,2022,2020,tract
"Speak other languages - Speak English ""Not at  All""  (5 to 17)",B16004_023,Language,American Community Survey,acs/acs5,B16004_023,2022,2020,tract
"Speak other languages - Speak English ""Not at  All""  (65 years and over)",B16004_067,Language,American Community Survey,acs/acs5,B16004_067,2022,2020,tract
"Speak other languages - Speak English ""Not Well""  (18 to 64)",B16004_044,Language,American Community Survey,acs/acs5,B16004_044,2022,2020,tract
"Speak other languages - Speak English ""Not Well""  (5 to 17)",B16004_022,Language,American Community Survey,acs/acs5,B16004_022,2022,2020,tract
"Speak other languages - Speak English ""Not Well""  (65 years and over)",B16004_066,Language,American Community Survey,acs/acs5,B16004_066,2022,2020,tract
"Speak other languages - Speak English ""Very Well""  (18 to 64)",B16004_042,Language,American Community Survey,acs/acs5,B16004_042,2022,2020,tract
"Speak other languages - Speak English ""Very Well""  (5 to 17)",B16004_020,Language,American Community Survey,acs/acs5,B16004_020,2022,2020,tract
"Speak other languages - Speak English ""Very Well""  (65 years and over)",B16004_064,Language,American Community Survey,acs/acs5,B16004_064,2022,2020,tract
"Speak other languages - Speak English ""Well""  (18 to 64)",B16004_043,Language,American Community Survey,acs/acs5,B16004_043,2022,2020,tract
"Speak other languages - Speak English ""Well""  (5 to 17)",B16004_021,Language,American Community Survey,acs/acs5,B16004_021,2022,2020,tract
"Speak other languages - Speak English ""Well""  (65 years and over)",B16004_065,Language,American Community Survey,acs/acs5,B16004_065,2022,2020,tract
"Speak Spanish - Speak English ""Not at  All""  (18 to 64)",B16004_030,Language,American Community Survey,acs/acs5,B16004_030,2022,2020,tract
"Speak Spanish - Speak English ""Not at  All""  (5 to 17)",B16004_008,Language,American Community Survey,acs/acs5,B16004_008,2022,2020,tract
"Speak Spanish - Speak English ""Not at  All""  (65 years and over)",B16004_052,Language,American Community Survey,acs/acs5,B16004_052,2022,2020,tract
"Speak Spanish - Speak English ""Not Well""  (18 to 64)",B16004_029,Language,American Community Survey,acs/acs5,B16004_029,2022,2020,tract
"Speak Spanish - Speak English ""Not Well""  (5 to 17)",B16004_007,Language,American Community Survey,acs/acs5,B16004_007,2022,2020,tract
