Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
Renter Occupied: White Alone Householder,B25003A_00,Tenure By Race Of Householder,American Community Survey,acs/acs5,B25003A_00,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (18 to 64)",B16004_040,Language,American Community Survey,acs/acs5,B16004_040,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (5 to 17)",B16004_018,Language,American Community Survey,acs/acs5,B16004_018,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (65 years and over)",B16004_062,Language,American Community Survey,acs/acs5,B16004_062,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (18 to 64)",B16004_037,Language,American Community Survey,acs/acs5,B16004_037,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (5 to 17)",B16004_015,Language,American Community Survey,acs/acs5,B16004_015,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (65 years and over)",B16004_059,Language,American Community Survey,acs/acs5,B16004_059,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (18 to 64)",B16004_038,Language,American Community Survey,acs/acs5,B16004_038,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (5 to 17)",B16004_016,Language,American Community Survey,acs/acs5,B16004_016,2022,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (65 years and over)",B16004_060,Language,American Community Survey,acs/acs5,B16004_060,2022,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (18 to 64)",B16004_039,Language,American Community Survey,acs/acs5,B16004_039,2022,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (5 to 17)",B16004_017,Language,American Community Survey,acs/acs5,B16004_017,2022,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (65 years and over)",B16004_061,Language,American Community Survey,acs/acs5,B16004_061,2022,2020,tract
