Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (5 to 17)",B16004_018,Language,American Community Survey,acs/acs5,B16004_018,2022,2020,block group
"Speak other languages - Speak English ""Very Well""  (5 to 17)",B16004_020,Language,American Community Survey,acs/acs5,B16004_020,2022,2020,block group
"Speak other languages - Speak English ""Well""  (5 to 17)",B16004_021,Language,American Community Survey,acs/acs5,B16004_021,2022,2020,block group
"Speak other languages - Speak English ""Not Well""  (5 to 17)",B16004_022,Language,American Community Survey,acs/acs5,B16004_022,2022,2020,block group
"Speak other languages - Speak English ""Not at  All""  (5 to 17)",B16004_023,Language,American Community Survey,acs/acs5,B16004_023,2022,2020,block group
Language Spoken at Home Total (18 to 64),B16004_024,Language,American Community Survey,acs/acs5,B16004_024,2022,2020,block group
Speak Only English (18 to 64),B16004_025,Language,American Community Survey,acs/acs5,B16004_025,2022,2020,block group
Speak Spanish Total (18 to 64),B16004_026,Language,American Community Survey,acs/acs5,B16004_026,2022,2020,block group
"Speak Spanish - Speak English ""Very Well""  (18 to 64)",B16004_027,Language,American Community Survey,acs/acs5,B16004_027,2022,2020,block group
"Speak Spanish - Speak English ""Well""  (18 to 64)",B16004_028,Language,American Community Survey,acs/acs5,B16004_028,2022,2020,block group
"Speak Spanish - Speak English ""Not Well""  (18 to 64)",B16004_029,Language,American Community Survey,acs/acs5,B16004_029,2022,2020,block group
"Speak Spanish - Speak English ""Not at  All""  (18 to 64)",B16004_030,Language,American Community Survey,acs/acs5,B16004_030,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Very Well""  (18 to 64)",B16004_032,Language,American Community Survey,acs/acs5,B16004_032,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Well""  (18 to 64)",B16004_033,Language,American Community Survey,acs/acs5,B16004_033,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Not Well""  (18 to 64)",B16004_034,Language,American Community Survey,acs/acs5,B16004_034,2022,2020,block group
"Speak other Indo-European languages - Speak English ""Not at  All""  (18 to 64)",B16004_035,Language,American Community Survey,acs/acs5,B16004_035,2022,2020,block group
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (18 to 64)",B16004_037,Language,American Community Survey,acs/acs5,B16004_037,2022,2020,block group
"Speak Asian and Pacific Island languages - Speak English ""Well""  (18 to 64)",B16004_038,Language,American Community Survey,acs/acs5,B16004_038,2022,2020,block group
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (18 to 64)",B16004_039,Language,American Community Survey,acs/acs5,B16004_039,2022,2020,block group
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (18 to 64)",B16004_040,Language,American Community Survey,acs/acs5,B16004_040,2022,2020,block group
"Speak other languages - Speak English ""Very Well""  (18 to 64)",B16004_042,Language,American Community Survey,acs/acs5,B16004_042,2022,2020,block group
"Speak other languages - Speak English ""Well""  (18 to 64)",B16004_043,Language,American Community Survey,acs/acs5,B16004_043,2022,2020,block group
"Speak other languages - Speak English ""Not Well""  (18 to 64)",B16004_044,Language,American Community Survey,acs/acs5,B16004_044,2022,2020,block group
"Speak other languages - Speak English ""Not at  All""  (18 to 64)",B16004_045,Language,American Community Survey,acs/acs5,B16004_045,2022,2020,block group
Language Spoken at Home Total (65 years and over),B16004_046,Language,American Community Survey,acs/acs5,B16004_046,2022,2020,block group
Speak Only English (65 years and over),B16004_047,Language,American Community Survey,acs/acs5,B16004_047,2022,2020,block group
Speak Spanish Total (65 years and over),B16004_048,Language,American Community Survey,acs/acs5,B16004_048,2022,2020,block group
"Speak Spanish - Speak English ""Very Well""  (65 years and over)",B16004_049,Language,American Community Survey,acs/acs5,B16004_049,2022,2020,block group
