Variable,Code,Category,Datasource,Datasource Name,CodeNumber,Year,census_geom_year,GeometryLevel
"Speak Spanish - Speak English ""Very Well""  (5 to 17)",B16004_005,Language,American Community Survey,acs/acs5,B16004_005,2021,2020,tract
"Speak Spanish - Speak English ""Well""  (5 to 17)",B16004_006,Language,American Community Survey,acs/acs5,B16004_006,2021,2020,tract
"Speak Spanish - Speak English ""Not Well""  (5 to 17)",B16004_007,Language,American Community Survey,acs/acs5,B16004_007,2021,2020,tract
"Speak Spanish - Speak English ""Not at  All""  (5 to 17)",B16004_008,Language,American Community Survey,acs/acs5,B16004_008,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (5 to 17)",B16004_010,Language,American Community Survey,acs/acs5,B16004_010,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (5 to 17)",B16004_011,Language,American Community Survey,acs/acs5,B16004_011,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (5 to 17)",B16004_012,Language,American Community Survey,acs/acs5,B16004_012,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (5 to 17)",B16004_013,Language,American Community Survey,acs/acs5,B16004_013,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (5 to 17)",B16004_015,Language,American Community Survey,acs/acs5,B16004_015,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (5 to 17)",B16004_016,Language,American Community Survey,acs/acs5,B16004_016,2021,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (5 to 17)",B16004_017,Language,American Community Survey,acs/acs5,B16004_017,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (5 to 17)",B16004_018,Language,American Community Survey,acs/acs5,B16004_018,2021,2020,tract
"Speak other languages - Speak English ""Very Well""  (5 to 17)",B16004_020,Language,American Community Survey,acs/acs5,B16004_020,2021,2020,tract
"Speak other languages - Speak English ""Well""  (5 to 17)",B16004_021,Language,American Community Survey,acs/acs5,B16004_021,2021,2020,tract
"Speak other languages - Speak English ""Not Well""  (5 to 17)",B16004_022,Language,American Community Survey,acs/acs5,B16004_022,2021,2020,tract
"Speak other languages - Speak English ""Not at  All""  (5 to 17)",B16004_023,Language,American Community Survey,acs/acs5,B16004_023,2021,2020,tract
Language Spoken at Home Total (18 to 64),B16004_024,Language,American Community Survey,acs/acs5,B16004_024,2021,2020,tract
Speak Only English (18 to 64),B16004_025,Language,American Community Survey,acs/acs5,B16004_025,2021,2020,tract
Speak Spanish Total (18 to 64),B16004_026,Language,American Community Survey,acs/acs5,B16004_026,2021,2020,tract
"Speak Spanish - Speak English ""Very Well""  (18 to 64)",B16004_027,Language,American Community Survey,acs/acs5,B16004_027,2021,2020,tract
"Speak Spanish - Speak English ""Well""  (18 to 64)",B16004_028,Language,American Community Survey,acs/acs5,B16004_028,2021,2020,tract
"Speak Spanish - Speak English ""Not Well""  (18 to 64)",B16004_029,Language,American Community Survey,acs/acs5,B16004_029,2021,2020,tract
"Speak Spanish - Speak English ""Not at  All""  (18 to 64)",B16004_030,Language,American Community Survey,acs/acs5,B16004_030,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (18 to 64)",B16004_032,Language,American Community Survey,acs/acs5,B16004_032,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (18 to 64)",B16004_033,Language,American Community Survey,acs/acs5,B16004_033,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (18 to 64)",B16004_034,Language,American Community Survey,acs/acs5,B16004_034,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (18 to 64)",B16004_035,Language,American Community Survey,acs/acs5,B16004_035,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (18 to 64)",B16004_037,Language,American Community Survey,acs/acs5,B16004_037,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (18 to 64)",B16004_038,Language,American Community Survey,acs/acs5,B16004_038,2021,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (18 to 64)",B16004_039,Language,American Community Survey,acs/acs5,B16004_039,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (18 to 64)",B16004_040,Language,American Community Survey,acs/acs5,B16004_040,2021,2020,tract
"Speak other languages - Speak English ""Very Well""  (18 to 64)",B16004_042,Language,American Community Survey,acs/acs5,B16004_042,2021,2020,tract
"Speak other languages - Speak English ""Well""  (18 to 64)",B16004_043,Language,American Community Survey,acs/acs5,B16004_043,2021,2020,tract
"Speak other languages - Speak English ""Not Well""  (18 to 64)",B16004_044,Language,American Community Survey,acs/acs5,B16004_044,2021,2020,tract
"Speak other languages - Speak English ""Not at  All""  (18 to 64)",B16004_045,Language,American Community Survey,acs/acs5,B16004_045,2021,2020,tract
Language Spoken at Home Total (65 years and over),B16004_046,Language,American Community Survey,acs/acs5,B16004_046,2021,2020,tract
Speak Only English (65 years and over),B16004_047,Language,American Community Survey,acs/acs5,B16004_047,2021,2020,tract
Speak Spanish Total (65 years and over),B16004_048,Language,American Community Survey,acs/acs5,B16004_048,2021,2020,tract
"Speak Spanish - Speak English ""Very Well""  (65 years and over)",B16004_049,Language,American Community Survey,acs/acs5,B16004_049,2021,2020,tract
"Speak Spanish - Speak English ""Well""  (65 years and over)",B16004_050,Language,American Community Survey,acs/acs5,B16004_050,2021,2020,tract
"Speak Spanish - Speak English ""Not Well""  (65 years and over)",B16004_051,Language,American Community Survey,acs/acs5,B16004_051,2021,2020,tract
"Speak Spanish - Speak English ""Not at  All""  (65 years and over)",B16004_052,Language,American Community Survey,acs/acs5,B16004_052,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Very Well""  (65 years and over)",B16004_054,Language,American Community Survey,acs/acs5,B16004_054,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Well""  (65 years and over)",B16004_055,Language,American Community Survey,acs/acs5,B16004_055,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Not Well""  (65 years and over)",B16004_056,Language,American Community Survey,acs/acs5,B16004_056,2021,2020,tract
"Speak other Indo-European languages - Speak English ""Not at  All""  (65 years and over)",B16004_057,Language,American Community Survey,acs/acs5,B16004_057,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Very Well""  (65 years and over)",B16004_059,Language,American Community Survey,acs/acs5,B16004_059,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Well""  (65 years and over)",B16004_060,Language,American Community Survey,acs/acs5,B16004_060,2021,2020,tract
"Speak Asian and Pacific Island languages- Speak English ""Not Well""  (65 years and over)",B16004_061,Language,American Community Survey,acs/acs5,B16004_061,2021,2020,tract
"Speak Asian and Pacific Island languages - Speak English ""Not at  All""  (65 years and over)",B16004_062,Language,American Community Survey,acs/acs5,B16004_062,2021,2020,tract
"Speak other languages - Speak English ""Very Well""  (65 years and over)",B16004_064,Language,American Community Survey,acs/acs5,B16004_064,2021,2020,tract
"Speak other languages - Speak English ""Well""  (65 years and over)",B16004_065,Language,American Community Survey,acs/acs5,B16004_065,2021,2020,tract
"Speak other languages - Speak English ""Not Well""  (65 years and over)",B16004_066,Language,American Community Survey,acs/acs5,B16004_066,2021,2020,tract
"Speak other languages - Speak English ""Not at  All""  (65 years and over)",B16004_067,Language,American Community Survey,acs/acs5,B16004_067,2021,2020,tract
Poverty Status of Individuals Total,B17021_001,Poverty Status,American Community Survey,acs/acs5,B17021_001,2021,2020,tract
Below Poverty Status (Individuals),B17021_002,Poverty Status,American Community Survey,acs/acs5,B17021_002,2021,2020,tract
Above Poverty Status (Individuals),B17021_019,Poverty Status,American Community Survey,acs/acs5,B17021_019,2021,2020,tract
Household SNAP Receipents,B22010_002,SNAP,American Community Survey,acs/acs5,B22010_002,2021,2020,tract
Household No SNAP,B22010_005,SNAP,American Community Survey,acs/acs5,B22010_005,2021,2020,tract
Household SNAP Receipents with Disability,B22010_003,SNAP,American Community Survey,acs/acs5,B22010_003,2021,2020,tract
Household SNAP Receipents without Disability,B22010_004,SNAP,American Community Survey,acs/acs5,B22010_004,2021,2020,tract
Household No SNAP with Disability,B22010_006,SNAP,American Community Survey,acs/acs5,B22010_006,2021,2020,tract
Household No SNAP without Disability,B22010_007,SNAP,American Community Survey,acs/acs5,B22010_007,2021,2020,tract
Poverty Status of Households Total,B17017_001,Poverty Status,American Community Survey,acs/acs5,B17017_001,2021,2020,tract
Poverty Status of Households Below Poverty level,B17017_002,Poverty Status,American Community Survey,acs/acs5,B17017_002,2021,2020,tract
Poverty Status of Households Above Poverty level,B17017_003,Poverty Status,American Community Survey,acs/acs5,B17017_003,2021,2020,tract
Total Households Vehicles Available,B25044_001,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_001,2021,2020,tract
Total Owner Occupied Households Vehicle Available,B25044_002,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_002,2021,2020,tract
Total Owner Occupied Households No Vehicle Available,B25044_003,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_003,2021,2020,tract
Total Owner Occupied Households 1 Vehicle Available,B25044_004,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_004,2021,2020,tract
Total Owner Occupied Households 2 Vehicles Available,B25044_005,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_005,2021,2020,tract
Total Owner Occupied Households 3 Vehicles Available,B25044_006,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_006,2021,2020,tract
Total Owner Occupied Households 4 Vehicles Available,B25044_007,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_007,2021,2020,tract
Total Owner Occupied Households 5 or more Vehicles Available,B25044_008,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_008,2021,2020,tract
Total Renter Occupied Households Vehicle Available,B25044_009,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_009,2021,2020,tract
Total Renter Occupied Households No Vehicle Available,B25044_010,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_010,2021,2020,tract
Total Renter Occupied Households 1 Vehicle Available,B25044_011,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_011,2021,2020,tract
Total Renter Occupied Households 2 Vehicles Available,B25044_012,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_012,2021,2020,tract
Total Renter Occupied Households 3 Vehicles Available,B25044_013,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_013,2021,2020,tract
Total Renter Occupied Households 4 Vehicles Available,B25044_014,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_014,2021,2020,tract
Total Renter Occupied Households 5 or more Vehicles Available,B25044_015,Tenure by Vehicles Available,American Community Survey,acs/acs5,B25044_015,2021,2020,tract
Male: Total,B01001_002,Age,American Community Survey,acs/acs5,B01001_002,2021,2020,tract
Male: Under 5 years,B01001_003,Age,American Community Survey,acs/acs5,B01001_003,2021,2020,tract
Male: 5 to 9 years,B01001_004,Age,American Community Survey,acs/acs5,B01001_004,2021,2020,tract
Male: 10 to 14 years,B01001_005,Age,American Community Survey,acs/acs5,B01001_005,2021,2020,tract
Male: 15 to 17 years,B01001_006,Age,American Community Survey,acs/acs5,B01001_006,2021,2020,tract
Male: 18 and 19 years,B01001_007,Age,American Community Survey,acs/acs5,B01001_007,2021,2020,tract
Male: 20 years,B01001_008,Age,American Community Survey,acs/acs5,B01001_008,2021,2020,tract
Male: 21 years,B01001_009,Age,American Community Survey,acs/acs5,B01001_009,2021,2020,tract
Male: 22 to 24 years,B01001_010,Age,American Community Survey,acs/acs5,B01001_010,2021,2020,tract
Male: 25 to 29 years,B01001_011,Age,American Community Survey,acs/acs5,B01001_011,2021,2020,tract
Male: 30 to 34 years,B01001_012,Age,American Community Survey,acs/acs5,B01001_012,2021,2020,tract
Male: 35 to 39 years,B01001_013,Age,American Community Survey,acs/acs5,B01001_013,2021,2020,tract
Male: 40 to 44 years,B01001_014,Age,American Community Survey,acs/acs5,B01001_014,2021,2020,tract
Male: 45 to 49 years,B01001_015,Age,American Community Survey,acs/acs5,B01001_015,2021,2020,tract
Male: 50 to 54 years,B01001_016,Age,American Community Survey,acs/acs5,B01001_016,2021,2020,tract
Male: 55 to 59 years,B01001_017,Age,American Community Survey,acs/acs5,B01001_017,2021,2020,tract
Male: 60 and 61 years,B01001_018,Age,American Community Survey,acs/acs5,B01001_018,2021,2020,tract
Male: 62 to 64 years,B01001_019,Age,American Community Survey,acs/acs5,B01001_019,2021,2020,tract
Male: 65 and 66 years,B01001_020,Age,American Community Survey,acs/acs5,B01001_020,2021,2020,tract
Male: 67 to 69 years,B01001_021,Age,American Community Survey,acs/acs5,B01001_021,2021,2020,tract
Male: 70 to 74 years,B01001_022,Age,American Community Survey,acs/acs5,B01001_022,2021,2020,tract
Male: 75 to 79 years,B01001_023,Age,American Community Survey,acs/acs5,B01001_023,2021,2020,tract
Male: 80 to 84 years,B01001_024,Age,American Community Survey,acs/acs5,B01001_024,2021,2020,tract
Male: 85 years and over,B01001_025,Age,American Community Survey,acs/acs5,B01001_025,2021,2020,tract
Female: Total,B01001_026,Age,American Community Survey,acs/acs5,B01001_026,2021,2020,tract
Female: Under 5 years,B01001_027,Age,American Community Survey,acs/acs5,B01001_027,2021,2020,tract
Female: 5 to 9 years,B01001_028,Age,American Community Survey,acs/acs5,B01001_028,2021,2020,tract
Female: 10 to 14 years,B01001_029,Age,American Community Survey,acs/acs5,B01001_029,2021,2020,tract
Female: 15 to 17 years,B01001_030,Age,American Community Survey,acs/acs5,B01001_030,2021,2020,tract
Female: 18 and 19 years,B01001_031,Age,American Community Survey,acs/acs5,B01001_031,2021,2020,tract
Female: 20 years,B01001_032,Age,American Community Survey,acs/acs5,B01001_032,2021,2020,tract
Female: 21 years,B01001_033,Age,American Community Survey,acs/acs5,B01001_033,2021,2020,tract
Female: 22 to 24 years,B01001_034,Age,American Community Survey,acs/acs5,B01001_034,2021,2020,tract
Female: 25 to 29 years,B01001_035,Age,American Community Survey,acs/acs5,B01001_035,2021,2020,tract
Female: 30 to 34 years,B01001_036,Age,American Community Survey,acs/acs5,B01001_036,2021,2020,tract
Female: 35 to 39 years,B01001_037,Age,American Community Survey,acs/acs5,B01001_037,2021,2020,tract
Female: 40 to 44 years,B01001_038,Age,American Community Survey,acs/acs5,B01001_038,2021,2020,tract
Female: 45 to 49 years,B01001_039,Age,American Community Survey,acs/acs5,B01001_039,2021,2020,tract
Female: 50 to 54 years,B01001_040,Age,American Community Survey,acs/acs5,B01001_040,2021,2020,tract
Female: 55 to 59 years,B01001_041,Age,American Community Survey,acs/acs5,B01001_041,2021,2020,tract
Female: 60 and 61 years,B01001_042,Age,American Community Survey,acs/acs5,B01001_042,2021,2020,tract
Female: 62 to 64 years,B01001_043,Age,American Community Survey,acs/acs5,B01001_043,2021,2020,tract
Female: 65 and 66 years,B01001_044,Age,American Community Survey,acs/acs5,B01001_044,2021,2020,tract
Female: 67 to 69 years,B01001_045,Age,American Community Survey,acs/acs5,B01001_045,2021,2020,tract
Female: 70 to 74 years,B01001_046,Age,American Community Survey,acs/acs5,B01001_046,2021,2020,tract
Female: 75 to 79 years,B01001_047,Age,American Community Survey,acs/acs5,B01001_047,2021,2020,tract
Female: 80 to 84 years,B01001_048,Age,American Community Survey,acs/acs5,B01001_048,2021,2020,tract
Female: 85 years and over,B01001_049,Age,American Community Survey,acs/acs5,B01001_049,2021,2020,tract
Total Household By Vehicle available,B08201_001,Vehicles,American Community Survey,acs/acs5,B08201_001,2021,2020,tract
No Vehicle,B08201_002,Vehicles,American Community Survey,acs/acs5,B08201_002,2021,2020,tract
1 Vehicle Available,B08201_003,Vehicles,American Community Survey,acs/acs5,B08201_003,2021,2020,tract
2 Vehicle Available,B08201_004,Vehicles,American Community Survey,acs/acs5,B08201_004,2021,2020,tract
3 Vehicle Available,B08201_005,Vehicles,American Community Survey,acs/acs5,B08201_005,2021,2020,tract
4 or more Vehicle Available,B08201_006,Vehicles,American Community Survey,acs/acs5,B08201_006,2021,2020,tract
